扭矩,钻压 ,回转功率 ,给进功率,回转转速 
10.92,1451,1882,142,399.8
10.93,1460,1882,127,399.8
10.9,1483,1882,138,399.8
10.68,1483,1882,135,399.8
10.46,1510,1882,124,399.8
10.36,1500,1882,120,399.8
10.53,1499,1882,131,399.8
10.64,1503,1882,116,399.8
10.86,1493,1882,113,399.8
10.76,1478,1882,124,399.8
10.62,1507,1890,116,399.9
10.55,1506,1890,102,399.9
10.55,1504,1890,113,399.9
10.47,1497,1890,113,399.9
10.74,1487,1890,94,399.9
11.01,1470,1890,105,399.9
11.02,1499,1890,109,399.9
11,1503,1890,98,399.9
11,1508,1890,94,399.9
10.8,1531,1890,109,399.9
10.78,1554,2002,98,399.9
10.79,1542,2002,87,399.9
10.82,1543,2002,102,399.9
10.95,1523,2002,91,399.9
11.02,1521,2002,98,399.9
10.83,1540,2002,102,399.9
10.62,1544,2002,102,399.9
10.46,1527,2002,98,399.9
10.49,1530,2002,94,399.9
10.68,1507,2002,109,399.9
11.03,1492,1942,94,399.7
10.98,1507,1942,91,399.7
10.97,1522,1942,105,399.7
10.85,1520,1942,102,399.7
10.77,1534,1942,83,399.7
10.69,1533,1942,102,399.7
10.71,1522,1942,98,399.7
10.73,1528,1942,91,399.7
11.08,1525,1942,98,399.7
10.99,1512,1942,94,399.7
10.81,1536,1897,91,399.9
10.59,1530,1897,98,399.9
10.6,1521,1897,105,399.9
10.62,1509,1897,98,399.9
10.88,1489,1897,91,399.9
11.11,1473,1897,102,399.9
11.09,1495,1897,105,399.9
10.98,1498,1897,94,399.9
10.93,1506,1897,94,399.9
10.77,1525,1897,102,399.9
10.8,1524,1965,109,399.9
10.72,1514,1965,98,399.9
10.73,1524,1965,94,399.9
10.85,1510,1965,105,399.9
10.94,1506,1965,105,399.9
10.71,1506,1965,102,399.9
10.53,1503,1965,102,399.9
10.43,1478,1965,109,399.9
10.52,1477,1965,116,399.9
10.84,1454,1965,113,399.9
11.2,1443,1987,113,399.8
11.12,1459,1987,116,399.8
11.07,1487,1987,120,399.8
10.95,1491,1987,120,399.8
10.81,1517,1987,109,399.8
10.67,1517,1987,116,399.8
10.78,1519,1987,124,399.8
10.84,1521,1987,105,399.8
11.11,1529,1987,116,399.8
11.05,1521,1987,116,399.8
10.87,1535,1957,109,400
10.72,1511,1957,109,400
10.7,1498,1957,113,400
10.7,1511,1957,113,400
10.99,1514,1957,98,400
11.2,1503,1957,109,400
11.2,1528,1957,113,400
11.2,1534,1957,105,400
11.21,1533,1957,113,400
10.99,1537,1957,109,400
10.84,1538,2025,102,399.8
10.87,1535,2025,113,399.8
10.9,1554,2025,109,399.8
10.96,1547,2025,102,399.8
10.99,1535,2025,102,399.8
10.72,1542,2025,113,399.8
10.54,1542,2025,109,399.8
10.43,1524,2025,102,399.8
10.51,1525,2025,109,399.8
10.83,1508,2025,116,399.8
11.15,1493,2025,116,399.8
11.12,1513,2025,109,399.8
11.05,1544,2025,116,399.8
10.86,1539,2025,120,399.8
10.61,1554,2025,116,399.8
10.54,1556,2025,113,399.8
10.56,1546,2025,116,399.8
10.68,1549,2025,116,399.8
11.17,1553,2025,127,399.8
11.21,1546,2025,116,399.8
11,1552,1845,113,400
10.86,1531,1845,120,400
10.81,1508,1845,124,400
10.74,1506,1845,109,400
10.94,1495,1845,124,400
11.2,1480,1845,127,400
11.28,1504,1845,113,400
11.23,1520,1845,116,400
11.11,1514,1845,124,400
10.85,1523,1845,124,400
10.8,1531,2137,113,399.8
10.93,1540,2137,120,399.8
10.97,1561,2137,127,399.8
10.98,1535,2137,120,399.8
10.85,1508,2137,116,399.8
10.7,1508,2137,120,399.8
10.59,1496,2137,124,399.8
10.47,1479,2137,116,399.8
10.48,1492,2137,116,399.8
10.76,1479,2137,120,399.8
11.06,1474,1875,116,399.7
10.98,1498,1875,109,399.7
10.94,1512,1875,127,399.7
10.88,1504,1875,127,399.7
10.72,1519,1875,116,399.7
10.56,1517,1875,116,399.7
10.69,1516,1875,127,399.7
10.85,1527,1875,131,399.7
11.13,1518,1875,116,399.7
11.07,1498,1875,124,399.7
10.95,1497,1882,131,400
10.78,1466,1882,120,400
10.7,1456,1882,113,400
10.63,1463,1882,116,400
10.86,1459,1882,120,400
11.06,1449,1882,116,400
11.11,1470,1882,109,400
10.96,1474,1882,116,400
10.88,1477,1882,116,400
10.72,1493,1882,105,400
10.74,1509,1920,109,399.8
10.82,1515,1920,105,399.8
10.79,1533,1920,109,399.8
10.77,1510,1920,113,399.8
10.73,1481,1920,102,399.8
10.45,1476,1920,109,399.8
10.42,1479,1920,109,399.8
10.4,1465,1920,102,399.8
10.46,1474,1920,98,399.8
10.64,1464,1920,109,399.8
10.99,1468,1890,113,399.8
10.93,1488,1890,102,399.8
10.94,1496,1890,102,399.8
10.68,1483,1890,109,399.8
10.4,1498,1890,105,399.8
10.42,1520,1890,98,399.8
10.67,1529,1890,102,399.8
10.76,1534,1890,109,399.8
10.89,1528,1890,102,399.8
10.84,1504,1890,98,399.8
10.67,1509,1920,105,400
10.54,1496,1920,109,400
10.51,1488,1920,109,400
10.57,1497,1920,102,400
10.89,1492,1920,102,400
11.15,1481,1920,116,400
11.18,1510,1920,98,400
11.02,1515,1920,102,400
10.94,1515,1920,102,400
10.74,1532,1920,109,400
10.76,1547,2032,109,399.7
10.89,1545,2032,102,399.7
10.86,1555,2032,102,399.7
10.87,1521,2032,113,399.7
10.69,1496,2032,116,399.7
10.37,1502,2032,105,399.7
10.34,1509,2032,102,399.7
10.27,1491,2032,105,399.7
10.38,1501,2032,102,399.7
10.66,1490,2032,102,399.7
11.12,1488,1912,113,399.8
11.07,1496,1912,116,399.8
10.96,1512,1912,109,399.8
10.74,1504,1912,113,399.8
10.58,1529,1912,120,399.8
10.67,1537,1912,113,399.8
10.93,1550,1912,113,399.8
10.88,1543,1912,109,399.8
10.98,1529,1912,120,399.8
10.91,1491,1912,116,399.8
10.66,1501,1890,116,400
10.46,1492,1890,116,400
10.49,1492,1890,124,400
10.48,1497,1890,116,400
10.83,1491,1890,124,400
11.22,1476,1890,124,400
11.11,1499,1890,131,400
10.85,1496,1890,109,400
10.78,1491,1890,120,400
10.7,1511,1890,131,400
10.73,1531,2010,120,399.8
10.71,1517,2010,116,399.8
10.68,1530,2010,131,399.8
10.68,1502,2010,127,399.8
10.57,1488,2010,116,399.8
10.3,1491,2010,120,399.8
10.32,1502,2010,127,399.8
10.32,1495,2010,109,399.8
10.37,1516,2010,116,399.8
10.63,1512,2010,116,399.8
11.05,1511,1935,113,399.8
10.92,1523,1935,109,399.8
10.79,1543,1935,120,399.8
10.59,1525,1935,109,399.8
10.56,1554,1935,113,399.8
10.68,1568,1935,116,399.8
10.78,1577,1935,105,399.8
10.64,1581,1935,109,399.8
10.82,1565,1935,116,399.8
10.81,1543,1935,109,399.8
10.59,1560,1770,105,400
10.48,1561,1770,113,400
10.59,1567,1770,116,400
10.57,1577,1770,109,400
10.85,1579,1770,109,400
11.14,1560,1770,124,400
11.17,1568,1770,113,400
11.03,1565,1770,105,400
11.01,1576,1770,116,400
10.83,1599,1770,124,400
10.86,1607,2070,113,399.8
10.77,1581,2070,109,399.8
10.66,1581,2070,124,399.8
10.68,1549,2070,120,399.8
10.59,1526,2070,109,399.8
10.35,1517,2070,109,399.8
10.39,1517,2070,120,399.8
10.34,1499,2070,120,399.8
10.38,1508,2070,113,399.8
10.69,1489,2070,113,399.8
11.06,1473,1785,116,399.8
10.97,1477,1785,116,399.8
10.8,1496,1785,124,399.8
10.63,1490,1785,109,399.8
10.59,1516,1785,120,399.8
10.74,1525,1785,124,399.8
10.81,1521,1785,116,399.8
10.73,1501,1785,109,399.8
10.91,1478,1785,120,399.8
10.78,1460,1785,116,399.8
10.57,1474,1830,109,400
10.41,1459,1830,109,400
10.33,1456,1830,127,400
10.4,1467,1830,127,400
10.83,1472,1830,120,400
11.17,1453,1830,116,400
11.11,1474,1830,127,400
10.97,1472,1830,131,400
10.95,1486,1830,124,400
10.76,1512,1830,116,400
10.73,1526,2002,127,399.7
10.63,1500,2002,127,399.7
10.53,1498,2002,120,399.7
10.56,1469,2002,116,399.7
10.48,1457,2002,124,399.7
10.26,1465,2002,127,399.7
10.31,1478,2002,127,399.7
10.27,1476,2002,116,399.7
10.33,1491,2002,131,399.7
10.6,1476,2002,116,399.7
10.98,1464,1957,113,399.8
10.79,1484,1957,120,399.8
10.66,1512,1957,109,399.8
10.6,1520,1957,109,399.8
10.54,1541,1957,109,399.8
10.56,1537,1957,109,399.8
10.73,1528,1957,94,399.8
10.72,1518,1957,102,399.8
10.84,1493,1957,109,399.8
10.67,1463,1957,91,399.8
10.39,1471,1860,98,400
10.33,1461,1860,98,400
10.35,1472,1860,91,400
10.3,1500,1860,102,400
10.67,1500,1860,94,400
10.99,1478,1860,87,400
10.93,1490,1860,98,400
10.8,1500,1860,105,400
10.93,1518,1860,98,400
10.74,1546,1860,94,400
10.67,1539,1972,102,399.7
10.55,1510,1972,98,399.7
10.56,1506,1972,98,399.7
10.54,1489,1972,94,399.7
10.47,1477,1972,91,399.7
10.26,1496,1972,102,399.7
10.27,1497,1972,98,399.7
10.29,1488,1972,91,399.7
10.37,1490,1972,91,399.7
10.6,1475,1972,102,399.7
10.85,1463,1830,102,399.8
10.72,1485,1830,91,399.8
10.84,1515,1830,98,399.8
10.87,1520,1830,102,399.8
10.81,1540,1830,91,399.8
10.8,1536,1830,98,399.8
10.82,1515,1830,102,399.8
10.72,1507,1830,83,399.8
10.79,1496,1830,94,399.8
10.67,1480,1830,94,399.8
10.53,1493,1867,91,400
10.51,1491,1867,91,400
10.59,1494,1867,98,400
10.55,1509,1867,91,400
10.79,1504,1867,87,400
11.11,1484,1867,91,400
11.12,1508,1867,102,400
11.05,1523,1867,98,400
11.1,1520,1867,91,400
10.9,1529,1867,102,400
10.85,1537,2055,102,399.7
10.75,1511,2055,113,399.7
10.77,1504,2055,98,399.7
10.76,1484,2055,98,399.7
10.65,1471,2055,105,399.7
10.4,1478,2055,113,399.7
10.47,1492,2055,113,399.7
10.39,1488,2055,109,399.7
10.48,1487,2055,105,399.7
10.77,1466,2055,113,399.7
11.04,1461,1905,116,399.8
10.96,1482,1905,109,399.8
11.09,1508,1905,113,399.8
11.12,1500,1905,120,399.8
10.88,1504,1905,120,399.8
10.76,1489,1905,109,399.8
10.83,1481,1905,116,399.8
10.86,1474,1905,120,399.8
10.91,1456,1905,109,399.8
10.71,1440,1905,109,399.8
10.59,1463,1860,120,400
10.63,1459,1860,113,400
10.72,1464,1860,105,400
10.7,1471,1860,116,400
10.93,1467,1860,116,400
11.29,1460,1860,105,400
11.35,1498,1860,113,400
11.25,1514,1860,124,400
11.16,1510,1860,109,400
10.82,1514,1860,105,400
10.69,1509,1965,116,399.7
10.59,1495,1965,120,399.7
10.6,1500,1965,113,399.7
10.62,1483,1965,116,399.7
10.65,1477,1965,120,399.7
10.55,1494,1965,127,399.7
10.61,1507,1965,116,399.7
10.65,1505,1965,116,399.7
10.61,1517,1965,135,399.7
10.77,1503,1965,131,399.7
11.1,1495,1980,116,399.8
11.2,1526,1980,131,399.8
11.37,1559,1980,131,399.8
11.3,1561,1980,127,399.8
11.04,1576,1980,120,399.8
10.91,1564,1980,135,399.8
10.97,1557,1980,138,399.8
10.94,1556,1980,131,399.8
11.06,1541,1980,124,399.8
11.02,1532,1980,131,399.8
10.99,1553,1807,142,400
10.93,1551,1807,135,400
10.91,1546,1807,131,400
10.84,1541,1807,135,400
11.12,1539,1807,138,400
11.43,1536,1807,135,400
11.46,1580,1807,131,400
11.3,1571,1807,138,400
11.32,1554,1807,142,400
11.08,1559,1807,135,400
11.01,1563,2040,127,399.8
10.92,1540,2040,138,399.8
10.87,1541,2040,138,399.8
10.98,1527,2040,131,399.8
11,1530,2040,127,399.8
10.74,1524,2040,138,399.8
10.76,1517,2040,142,399.8
10.6,1491,2040,138,399.8
10.6,1500,2040,127,399.8
10.89,1493,2040,138,399.8
11.27,1503,1980,142,399.8
11.23,1533,1980,131,399.8
11.33,1549,1980,138,399.8
11.31,1532,1980,142,399.8
11.08,1540,1980,142,399.8
10.94,1523,1980,127,399.8
11.04,1521,1980,138,399.8
10.96,1509,1980,142,399.8
11.05,1506,1980,135,399.8
11.02,1491,1980,131,399.8
10.98,1502,1852,138,400
10.78,1495,1852,131,400
10.71,1494,1852,127,400
10.65,1490,1852,127,400
10.92,1492,1852,127,400
11.36,1487,1852,120,400
11.42,1513,1852,120,400
11.3,1506,1852,127,400
11.1,1491,1852,124,400
10.8,1497,1852,109,400
10.76,1506,1972,109,399.8
10.75,1489,1972,113,399.8
10.8,1497,1972,105,399.8
10.87,1488,1972,105,399.8
10.94,1484,1972,105,399.8
10.77,1496,1972,109,399.8
10.65,1502,1972,94,399.8
10.55,1485,1972,102,399.8
10.6,1503,1972,109,399.8
10.95,1508,1972,105,399.8
11.32,1512,1912,91,399.8
11.22,1523,1912,105,399.8
11.2,1531,1912,102,399.8
11.16,1516,1912,94,399.8
11,1534,1912,109,399.8
10.87,1536,1912,102,399.8
10.95,1533,1912,98,399.8
10.93,1538,1912,98,399.8
11.14,1527,1912,105,399.8
11.22,1510,1912,102,399.8
11.15,1535,1852,91,400.1
11.04,1527,1852,105,400.1
11.03,1527,1852,102,400.1
11.01,1533,1852,98,400.1
11.27,1533,1852,102,400.1
11.53,1523,1852,105,400.1
11.46,1539,1852,98,400.1
11.29,1534,1852,98,400.1
11.25,1524,1852,98,400.1
11,1536,1852,109,400.1
11,1549,1987,94,399.8
11.01,1530,1987,94,399.8
10.96,1526,1987,102,399.8
10.92,1508,1987,102,399.8
11.04,1502,1987,91,399.8
10.87,1508,1987,102,399.8
10.73,1501,1987,102,399.8
10.62,1493,1987,94,399.8
10.8,1507,1987,94,399.8
11.22,1508,1987,105,399.8
11.58,1507,1972,102,399.8
11.43,1512,1972,105,399.8
11.45,1508,1972,98,399.8
11.36,1489,1972,113,399.8
11.15,1503,1972,113,399.8
10.96,1502,1972,109,399.8
11.07,1496,1972,102,399.8
11.06,1494,1972,105,399.8
11.25,1489,1972,116,399.8
11.31,1470,1972,120,399.8
11.24,1481,1890,113,400.1
11.05,1472,1890,109,400.1
11.08,1477,1890,113,400.1
11.13,1500,1890,127,400.1
11.5,1508,1890,124,400.1
11.75,1476,1890,116,400.1
11.69,1491,1890,116,400.1
11.6,1500,1890,124,400.1
11.5,1506,1890,124,400.1
11.2,1523,1890,116,400.1
11.19,1539,1935,116,399.7
11.18,1525,1935,124,399.7
11.15,1539,1935,120,399.7
11.16,1515,1935,116,399.7
11.19,1498,1935,120,399.7
11.02,1504,1935,120,399.7
11,1514,1935,109,399.7
10.86,1511,1935,116,399.7
10.96,1531,1935,120,399.7
11.33,1525,1935,105,399.7
11.68,1526,2055,120,399.7
11.56,1526,2055,120,399.7
11.65,1522,2055,109,399.7
11.58,1511,2055,113,399.7
11.39,1535,2055,116,399.7
11.22,1539,2055,109,399.7
11.26,1542,2055,102,399.7
11.31,1543,2055,109,399.7
11.5,1535,2055,120,399.7
11.51,1515,2055,116,399.7
11.37,1521,1890,109,400.1
11.19,1508,1890,113,400.1
11.2,1525,1890,124,400.1
11.21,1555,1890,124,400.1
11.52,1552,1890,113,400.1
11.7,1517,1890,120,400.1
11.59,1520,1890,131,400.1
11.47,1513,1890,120,400.1
11.42,1520,1890,113,400.1
11.14,1533,1890,124,400.1
11.1,1550,2077,124,399.8
11.12,1547,2077,131,399.8
11.15,1552,2077,116,399.8
11.17,1517,2077,124,399.8
11.15,1503,2077,131,399.8
10.89,1509,2077,131,399.8
10.88,1515,2077,120,399.8
10.94,1517,2077,124,399.8
11.18,1536,2077,135,399.8
11.6,1528,2077,120,399.8
11.88,1524,1957,120,399.8
11.7,1531,1957,131,399.8
11.72,1527,1957,124,399.8
11.61,1517,1957,127,399.8
11.46,1533,1957,127,399.8
11.26,1535,1957,131,399.8
11.33,1525,1957,127,399.8
11.42,1524,1957,116,399.8
11.72,1514,1957,127,399.8
11.69,1495,1957,127,399.8
11.54,1511,1965,131,400.1
11.39,1520,1965,120,400.1
11.37,1532,1965,127,400.1
11.37,1540,1965,131,400.1
11.66,1523,1965,124,400.1
11.86,1497,1965,120,400.1
11.78,1512,1965,124,400.1
11.67,1516,1965,135,400.1
11.63,1510,1965,127,400.1
11.46,1518,1965,120,400.1
11.41,1537,2122,131,399.8
11.42,1529,2122,131,399.8
11.49,1530,2122,124,399.8
11.54,1501,2122,124,399.8
11.5,1467,2122,131,399.8
11.37,1464,2122,131,399.8
11.41,1483,2122,116,399.8
11.43,1489,2122,124,399.8
11.6,1500,2122,127,399.8
11.83,1490,2122,109,399.8
12,1480,2092,120,399.8
11.8,1485,2092,127,399.8
11.78,1491,2092,105,399.8
11.65,1486,2092,109,399.8
11.48,1508,2092,120,399.8
11.29,1510,2092,109,399.8
11.38,1513,2092,105,399.8
11.47,1516,2092,109,399.8
11.64,1504,2092,98,399.8
11.62,1481,2092,102,399.8
11.53,1497,1980,109,400.1
11.42,1501,1980,98,400.1
11.43,1511,1980,94,400.1
11.42,1520,1980,113,400.1
11.73,1511,1980,102,400.1
11.92,1484,1980,98,400.1
11.72,1500,1980,105,400.1
11.6,1508,1980,113,400.1
11.65,1505,1980,109,400.1
11.42,1512,1980,102,400.1
11.39,1531,2070,102,399.8
11.47,1531,2070,109,399.8
11.43,1531,2070,105,399.8
11.49,1512,2070,105,399.8
11.43,1501,2070,116,399.8
11.23,1510,2070,116,399.8
11.28,1524,2070,109,399.8
11.35,1532,2070,105,399.8
11.33,1547,2070,113,399.8
11.58,1530,2070,109,399.8
11.84,1504,2077,105,399.8
11.64,1513,2077,105,399.8
11.55,1528,2077,113,399.8
11.49,1520,2077,116,399.8
11.38,1546,2077,105,399.8
11.34,1556,2077,109,399.8
11.54,1553,2077,116,399.8
11.53,1540,2077,116,399.8
11.6,1530,2077,105,399.8
11.7,1518,2077,113,399.8
11.66,1546,1897,120,400.1
11.51,1537,1897,124,400.1
11.44,1533,1897,116,400.1
11.41,1537,1897,109,400.1
11.78,1529,1897,116,400.1
12.05,1501,1897,116,400.1
11.94,1515,1897,116,400.1
11.78,1522,1897,116,400.1
11.64,1522,1897,120,400.1
11.37,1531,1897,127,400.1
11.37,1544,2070,124,399.8
11.42,1535,2070,113,399.8
11.31,1539,2070,127,399.8
11.37,1516,2070,138,399.8
11.42,1506,2070,124,399.8
11.37,1517,2070,127,399.8
11.49,1535,2070,138,399.8
11.52,1529,2070,138,399.8
11.59,1529,2070,131,399.8
11.93,1500,2070,127,399.8
12.13,1486,1920,135,399.8
12.04,1489,1920,131,399.8
11.97,1502,1920,120,399.8
11.9,1508,1920,135,399.8
11.85,1536,1920,131,399.8
11.8,1543,1920,116,399.8
11.84,1544,1920,124,399.8
11.77,1544,1920,124,399.8
11.89,1532,1920,113,399.8
11.91,1524,1920,120,399.8
11.84,1559,1995,127,400.1
11.71,1564,1995,116,400.1
11.58,1564,1995,113,400.1
11.51,1571,1995,120,400.1
11.83,1561,1995,116,400.1
11.94,1538,1995,116,400.1
11.95,1555,1995,120,400.1
11.96,1574,1995,113,400.1
11.93,1596,1995,109,400.1
11.68,1618,1995,116,400.1
11.66,1634,2227,109,399.7
11.61,1615,2227,109,399.7
11.53,1623,2227,116,399.7
11.66,1616,2227,124,399.7
11.69,1612,2227,124,399.7
11.56,1625,2227,116,399.7
11.61,1636,2227,116,399.7
11.49,1630,2227,120,399.7
11.55,1634,2227,124,399.7
11.85,1609,2227,120,399.7
12.06,1594,1980,124,399.8
11.97,1597,1980,124,399.8
11.97,1606,1980,124,399.8
11.91,1591,1980,120,399.8
11.91,1612,1980,127,399.8
11.79,1616,1980,127,399.8
11.82,1598,1980,116,399.8
11.74,1579,1980,124,399.8
11.94,1571,1980,131,399.8
12.04,1557,1980,120,399.8
11.95,1569,2032,116,400
11.74,1552,2032,127,400
11.53,1535,2032,127,400
11.46,1527,2032,124,400
11.79,1508,2032,120,400
11.98,1481,2032,127,400
11.93,1497,2032,131,400
11.87,1502,2032,124,400
11.76,1516,2032,127,400
11.47,1528,2032,131,400
11.35,1534,2145,124,399.8
11.34,1504,2145,127,399.8
11.32,1508,2145,131,399.8
11.51,1497,2145,127,399.8
11.71,1506,2145,124,399.8
11.55,1515,2145,127,399.8
11.51,1514,2145,135,399.8
11.39,1499,2145,135,399.8
11.38,1506,2145,127,399.8
11.63,1490,2145,131,399.8
11.78,1474,2115,131,399.8
11.59,1483,2115,135,399.8
11.59,1506,2115,124,399.8
11.58,1507,2115,138,399.8
11.58,1531,2115,131,399.8
11.5,1536,2115,124,399.8
11.5,1533,2115,135,399.8
11.45,1542,2115,135,399.8
11.78,1550,2115,124,399.8
12,1533,2115,124,399.8
11.86,1548,1995,131,400.1
11.63,1537,1995,120,400.1
11.41,1529,1995,116,400.1
11.3,1535,1995,120,400.1
11.7,1534,1995,113,400.1
11.87,1510,1995,109,400.1
11.79,1520,1995,116,400.1
11.77,1530,1995,113,400.1
11.74,1546,1995,109,400.1
11.44,1558,1995,109,400.1
11.35,1565,2212,113,399.8
11.3,1545,2212,102,399.8
11.29,1551,2212,102,399.8
11.49,1547,2212,105,399.8
11.53,1545,2212,102,399.8
11.46,1546,2212,113,399.8
11.32,1531,2212,98,399.8
11.28,1532,2212,98,399.8
11.54,1523,2212,109,399.8
11.79,1523,2032,102,399.8
11.65,1535,2032,94,399.8
11.77,1549,2032,105,399.8
11.73,1551,2032,102,399.8
11.6,1577,2032,91,399.8
11.48,1585,2032,98,399.8
11.52,1579,2032,102,399.8
11.58,1580,2032,98,399.8
11.78,1567,2032,91,399.8
11.84,1542,2032,105,399.8
11.8,1542,1927,94,400.1
11.66,1533,1927,91,400.1
11.53,1527,1927,94,400.1
11.38,1527,1927,102,400.1
11.75,1531,1927,94,400.1
11.97,1518,1927,91,400.1
11.95,1532,1927,102,400.1
11.95,1540,1927,102,400.1
11.91,1542,1927,87,400.1
11.59,1553,1927,91,400.1
11.5,1562,2077,102,399.8
11.45,1543,2077,102,399.8
11.55,1557,2077,87,399.8
11.8,1562,2077,102,399.8
11.97,1548,2077,102,399.8
11.84,1544,2077,94,399.8
11.66,1532,2077,98,399.8
11.6,1518,2077,109,399.8
11.63,1535,2077,91,399.8
11.82,1525,2077,91,399.8
12.05,1516,1920,105,399.8
11.98,1533,1920,105,399.8
12.01,1558,1920,102,399.8
11.94,1551,1920,102,399.8
11.68,1568,1920,113,399.8
11.46,1571,1920,109,399.8
11.6,1576,1920,105,399.8
11.67,1579,1920,105,399.8
11.85,1569,1920,113,399.8
11.9,1533,1920,116,399.8
11.86,1532,1957,127,400.1
11.73,1520,1957,116,400.1
11.67,1512,1957,109,400.1
11.54,1512,1957,124,400.1
11.82,1507,1957,120,400.1
12.03,1482,1957,113,400.1
12,1486,1957,116,400.1
11.91,1489,1957,124,400.1
11.94,1489,1957,124,400.1
11.68,1497,1957,116,400.1
11.62,1518,2227,120,399.7
11.59,1510,2227,120,399.7
11.74,1524,2227,113,399.7
12.02,1523,2227,109,399.7
12.07,1516,2227,120,399.7
11.78,1511,2227,120,399.7
11.64,1498,2227,109,399.7
11.54,1483,2227,120,399.7
11.52,1493,2227,116,399.7
11.73,1491,2227,113,399.7
12.04,1495,2010,109,399.9
12.08,1515,2010,120,399.9
12.1,1534,2010,127,399.9
11.95,1525,2010,120,399.9
11.78,1539,2010,116,399.9
11.67,1552,2010,120,399.9
11.9,1566,2010,124,399.9
12.01,1573,2010,124,399.9
12.14,1554,2010,116,399.9
12.02,1519,2010,124,399.9
11.89,1522,2010,131,400.1
11.76,1523,2010,131,400.1
11.75,1522,2010,113,400.1
11.65,1526,2010,135,400.1
12.03,1538,2010,142,400.1
12.3,1536,2010,131,400.1
12.34,1557,2010,127,400.1
12.26,1565,2010,138,400.1
